Username,Platform,Category / Niche,Followers Count,Engagement Rate %,Average Likes,Average Comments,Location,Influencer Tier,Engagement Score,Follower Tier Score,Influencer Score,Potential Category,Contact Available
NXP TECHNOLOGIES,instagram,information technology company,5733,0.0,0.0,0.0,"dubai, united arab emirates",micro,1,5,68,medium potential,1
𝗠𝗲𝗱𝗶𝗮 𝗠𝗮𝗴𝗻𝗲𝘁 Services,instagram,product/service,10647,0.0,0.0,0.0,"shah faisalabad, punjab, pakistan",micro,1,5,68,medium potential,1
WebKeyIndia,instagram,advertising agency,16343,0.02,17.0,2.0,"delhi, india",micro,1,5,68,medium potential,1
Ziqan Digital Hub,instagram,digital creator,8884,0.0,0.0,0.0,pakistan,micro,1,5,68,medium potential,1
Netcat Srl,instagram,local business,15670,0.01,1.0,0.0,russia,micro,1,5,68,medium potential,1
Manjadi trends,instagram,clothing (brand),13196,1.58,122.0,87.0,india,micro,2,5,76,high potential,1
CALLE Co.,instagram,cafe,6052,0.02,1.0,0.0,philippine,micro,1,5,68,medium potential,1
Cannki Kicker,instagram,legal service,7051,0.03,1.0,1.0,uk,micro,1,5,68,medium potential,1
Rocky Soft,instagram,application developer,7018,0.08,3.0,2.0,canada,micro,1,5,68,medium potential,1
Jean Claude Thomas Arismendi | High-Ticket Income Mentor,instagram,entrepreneur,24706,0.06,3.0,11.0,"london, england",micro,1,5,68,medium potential,1
🇬🇧 𝗧𝗛𝗘 𝗨𝗞 𝗡𝗘𝗧𝗪𝗢𝗥𝗞 🇬🇧,instagram,advertising/marketing,129372,2.22,2871.0,0.0,"london, united kingdom",mid,3,4,76,high potential,1
Entrepreneurship | Business | Startup,instagram,media,202274,0.16,322.0,5.0,uk,mid,1,4,60,medium potential,1
Paul Omogie,instagram,entrepreneur,27028,0.07,13.0,6.0,nigeria,micro,1,5,68,medium potential,1
SOMA MATER,instagram,consultancy,6714,0.85,54.0,3.0,uae,micro,1,5,68,medium potential,1
Telugu Entrepreneurs India,instagram,content creator,150161,0.28,418.0,2.0,india,mid,1,4,60,medium potential,1
Er Aditya Kumar,instagram,digital creator,5629,1.86,86.0,19.0,india,micro,2,5,76,high potential,1
Clothing Manufacturers,instagram,industrial company,8882,0.1,8.0,1.0,"sialkot, punjab",micro,1,5,68,medium potential,1
Bullet Accounting,instagram,online accounting,5181,0.12,3.0,3.0,"dublin, ireland",micro,1,5,68,medium potential,1
CLARITY PHOTOBOOTH Surabaya,instagram,camera/photo,7852,0.22,15.0,2.0,us,micro,1,5,68,medium potential,1
German Embassy Accra,instagram,consulate & embassy,11875,1.23,141.0,7.0,"accra, ghana",micro,2,5,76,high potential,1
THE LAW OF SUCCESS PUBLISHING,instagram,publisher,6962,0.13,9.0,0.0,greece,micro,1,5,68,medium potential,1
💕 Roni V The Barbie 💕,instagram,public figure,16462,3.26,454.0,82.0,usa,micro,3,5,84,high potential,1
Amuludunkitchen,instagram,entrepreneur,47993,0.28,124.0,11.0,alimosho,micro,1,5,68,medium potential,1
READY TO WEAR BY BRAND,instagram,entrepreneur,14728,0.18,25.0,1.0,"lagos, nigeria",micro,1,5,68,medium potential,1
Motivational Quotes,instagram,education website,82508,0.02,15.0,1.0,"indore, india",mid,1,4,60,medium potential,1
TVRI STASIUN RIAU,instagram,government official,8884,0.25,20.0,2.0,indonecia,micro,1,5,68,medium potential,1
Startupbyvstdy | SBV®,instagram,startup,6414,0.69,3.0,45.0,canada,micro,1,5,68,medium potential,1
Suman Jat,instagram,modeling,19857,5.62,1000.0,143.0,india,micro,4,5,92,high potential,1
Jitendra Chouksey,instagram,entrepreneur,627423,1.9,11624.0,270.0,india,macro,2,3,60,medium potential,1
Trendy Informative,instagram,content creator,8145,1.78,138.0,7.0,india,micro,2,5,76,high potential,1
UNO MINDA,instagram,automotive manufacturer,47597,0.24,111.0,2.0,gurugram,micro,1,5,68,medium potential,1
AllianceUniversity Ofcl,instagram,education,41690,87.0,360.0,4.0,india,micro,5,5,100,high potential,1
Vertex Group,instagram,digital creator,5981,2.93,40.0,138.0,india,micro,3,5,84,high potential,1
SUCHTV,instagram,tv channel,34502,0.0,0.0,0.0,pakisthan,micro,1,5,68,medium potential,1
Hacker,instagram,digital creator,28865,0.1,27.0,1.0,india,micro,1,5,68,medium potential,1
The Tech Capital,instagram,media/news company,5876,0.05,3.0,0.0,uk,micro,1,5,68,medium potential,1
Eve Afrique Business & News,instagram,media/news company,21837,0.04,4.0,4.0,port harcourt,micro,1,5,68,medium potential,1
Gadget Craze (U),instagram,shopping & retail,15287,0.04,6.0,0.0,"kampala, uganda",micro,1,5,68,medium potential,1
ASPORT,instagram,clothing (brand),23955,0.05,11.0,2.0,taiwan,micro,1,5,68,medium potential,1
BuyFans,instagram,social media agency,14458,1.68,244.0,0.0,"london, united kingdom",micro,2,5,76,high potential,1
Fotile Pakistan,instagram,online selling,17825,0.07,12.0,0.0,pakistan,micro,1,5,68,medium potential,1
Netelsan A.Ş,instagram,product selling,14079,0.22,29.0,2.0,"ankara, turkey",micro,1,5,68,medium potential,1
On Wellness,instagram,health & wellness website,26081,0.13,33.0,1.0,"athens, greece",micro,1,5,68,medium potential,1
Yocan® Official,instagram,company,27880,0.14,32.0,7.0,usa,micro,1,5,68,medium potential,1
Hisense Malaysia,instagram,product/service,9031,0.28,17.0,8.0,malasia,micro,1,5,68,medium potential,1
The Brief Namibia,instagram,content creator,21404,0.08,16.0,1.0,namibia,micro,1,5,68,medium potential,1
Moneycontrol,instagram,media,1415111,0.04,518.0,18.0,india,macro,1,3,52,medium potential,1
mdogo zuchu,instagram,artist,90071,0.06,49.0,6.0,east africa,mid,1,4,60,medium potential,1
Teknodaim,instagram,media/news company,5598,0.32,16.0,2.0,meulaboh,micro,1,5,68,medium potential,1
My Laptop,instagram,computer store,7061,0.55,38.0,1.0,"as sulaymaniyah, iraq",micro,1,5,68,medium potential,1
New Holland AG,instagram,agriculture,515381,0.32,1656.0,10.0,holland,macro,1,3,52,medium potential,1
BusinessWorld,instagram,news & media website,14952,0.01,1.0,0.0,philippine,micro,1,5,68,medium potential,1
Western Balkans University,instagram,college & university,8376,0.68,57.0,0.0,"tirana, albania",micro,1,5,68,medium potential,1
ᴋʜᴀʟɪᴅʟᴇᴍᴀʀ.ʟᴛᴅ,instagram,phone/tablet,44155,0.02,7.0,0.0,uae,micro,1,5,68,medium potential,1
THE ARQ - Storytelling . Mag . Brand Editorials & PR,instagram,magazine,8599,0.46,30.0,10.0,poland,micro,1,5,68,medium potential,1
𝐒𝐇𝐀𝐍𝐈 𝐅𝐅 👑,instagram,gaming video creator,19758,84.41,16493.0,150.0,india,micro,5,5,100,high potential,1
CASABLANCA hotelsoftware,instagram,software company,7358,0.07,3.0,2.0,"schönwies, tirol, austria",micro,1,5,68,medium potential,1
Pascal Bornet,instagram,author,485419,0.04,204.0,2.0,"san fransisco, us",macro,1,3,52,medium potential,1
ILYAA 🎧,instagram,musician/band,9366,0.79,58.0,16.0,swizzerland,micro,1,5,68,medium potential,1
LaRoboterie,instagram,content creator,15804,0.47,73.0,1.0,italy,micro,1,5,68,medium potential,1
Ater Cosmo,instagram,musician/band,27039,0.56,145.0,6.0,spain,micro,1,5,68,medium potential,1
joton,instagram,musicain/band,14058,2.01,238.0,45.0,norway,micro,3,5,84,high potential,1
kdk,instagram,photographer,8362,0.05,4.0,0.0,south korea,micro,1,5,68,medium potential,1
Club Schlaflos by Mono.ton Psytrance / Techno / Events,instagram,performance & event venue,14236,0.06,4.0,5.0,switzerland,micro,1,5,68,medium potential,1
SALA GOLD,instagram,event,13665,0.23,30.0,1.0,spain,micro,1,5,68,medium potential,1
Palo Santo Club,instagram,community,9108,1.17,147.0,9.0,"almería, spain",micro,2,5,76,high potential,1
TANK,instagram,cultural center,19298,0.54,93.0,12.0,"bologna, italy",micro,1,5,68,medium potential,1
#TeamMinimalToNoSleep 😈 | 🎥📷🌏,instagram,reel creator,5193,5.5,257.0,29.0,sydney,micro,4,5,92,high potential,1
Tanzhaus West,instagram,dance & night club,63614,0.2,109.0,21.0,"frankfurt, germany",mid,1,4,60,medium potential,1
vurt_seoul,instagram,performance & event venue,13901,0.78,105.0,4.0,"seoul, korea",micro,1,5,68,medium potential,1
Luxemburger Wort,instagram,news & media website,22021,0.29,62.0,3.0,"luxembourg, luxembourg",micro,1,5,68,medium potential,1
Kubi | Content Creator Education,instagram,education,5308,14.39,779.0,16.0,los angeles,micro,5,5,100,high potential,1
🙄ꜱᴀɢᴀʀ ʟᴀᴛʜɪʏᴀ ʟꜱᴋ😉,instagram,reel creator,5618,1.0,55.0,1.0,india,micro,1,5,68,medium potential,1
Digital Folks Cooperation,instagram,advertising/marketing,6049,0.08,5.0,0.0,"dehra dun, india",micro,1,5,68,medium potential,1
Lejion Media,instagram,advertising/marketing,10774,0.01,1.0,0.0,"dubai, united arab emirates",micro,1,5,68,medium potential,1
inCast | Influencer Marketing,instagram,marketing,10820,0.2,19.0,3.0,usa,micro,1,5,68,medium potential,1
BAIRON Media Content,instagram,marketing agency,12346,0.19,22.0,1.0,argentina,micro,1,5,68,medium potential,1
Fluence Africa,instagram,marketing agency,15277,0.09,3.0,11.0,johannesburg,micro,1,5,68,medium potential,1
House of Marketers,instagram,marketing,15797,0.03,4.0,0.0,"london, uk",micro,1,5,68,medium potential,1
TooPowerful | Empower the influence,instagram,marketing agency,24265,0.08,15.0,4.0,"milan, italy",micro,1,5,68,medium potential,1
[Nexus] The Marketing Zone,instagram,advertising/marketing,27839,0.02,3.0,3.0,india,micro,1,5,68,medium potential,1
VDM Communications,instagram,education,34752,0.03,11.0,1.0,miami,micro,1,5,68,medium potential,1
Mary Unfiltered,instagram,digital creator,7051,0.06,3.0,1.0,us,micro,1,5,68,medium potential,1
Sima,instagram,digital creator,6784,0.68,33.0,13.0,uk,micro,1,5,68,medium potential,1
Jana Kristina Heiland,instagram,digital creator,71773,2.33,1659.0,28.0,norway,mid,3,4,76,high potential,1
✨LY ARTIST✨,instagram,makeup artist,25405,0.14,10.0,25.0,uae,micro,1,5,68,medium potential,1
Ayush Sahu || @apna_pyara_jabalpur MP20,instagram,reel creator,225546,1.08,1963.0,483.0,india,mid,2,4,68,medium potential,1
Jan Centino,instagram,digital creator,5183,1.14,56.0,3.0,europe,micro,2,5,76,high potential,1
Elpidia Medina,instagram,photographer,17556,11.86,1983.0,98.0,us,micro,5,5,100,high potential,1
Mariah,instagram,content creator,10382,1.88,186.0,9.0,us,micro,2,5,76,high potential,1
Krista Kunkel,instagram,entrepreneur,51293,0.77,362.0,32.0,us,mid,1,4,60,medium potential,1
Designer Diva,instagram,digital creator,5055,0.12,4.0,2.0,us,micro,1,5,68,medium potential,1
God is good 🙏🏼 🇲🇽,instagram,makeup artist,6279,0.11,5.0,2.0,us,micro,1,5,68,medium potential,1
H E E M I S Y 🥷,instagram,musician/band,9657,0.65,35.0,28.0,nigeria,micro,1,5,68,medium potential,1
Charli Laura | UGC & Content Creator,instagram,digital creator,5906,0.78,3.0,43.0,australia,micro,1,5,68,medium potential,1
NICK DARNELL,instagram,actor,358083,6.4,21667.0,1267.0,us,macro,5,3,84,high potential,1
Silindzelwe Tebenguni Nxumalo,instagram,digital creator,21169,2.0,409.0,15.0,swaziland,micro,2,5,76,high potential,1
Chelsea O’Donovan,instagram,reel creator,27233,3.08,773.0,65.0,ireland,micro,3,5,84,high potential,1
Daylan Fabe | Model | Content Creator | UGC,instagram,digital creator,5309,3.03,119.0,42.0,south africa,micro,3,5,84,high potential,1
🎀🤍Abbeygail Little | Self love girly 🤍🎀,instagram,personal blog,5374,0.89,39.0,9.0,uk,micro,1,5,68,medium potential,1
Ghostkai,instagram,gamer,16713,0.29,44.0,4.0,uk,micro,1,5,68,medium potential,1
Abhinisha Zubin Ashara,instagram,digital creator,165600,0.07,73.0,35.0,india,mid,1,4,60,medium potential,1
Brunella Guida,instagram,health/beauty,7387,5.83,438.0,87.0,new york,micro,4,5,92,high potential,1
OLUWABU$AYOMI🍯🦋| CONTENT CREATOR,instagram,digital creator,16607,2.71,390.0,60.0,nigeria,micro,3,5,84,high potential,1
Liv,instagram,digital creator,9405,0.67,3.0,62.0,uk,micro,1,5,68,medium potential,1
Emily Strutt,instagram,content creator,6087,0.29,3.0,15.0,uk,micro,1,5,68,medium potential,1
Yourguurl Dj Lola ♥️,instagram,dj,67087,0.98,638.0,18.0,south africa,mid,1,4,60,medium potential,1
Alexis Obley 🦋,instagram,digital creator,12774,1.18,139.0,12.0,us,micro,2,5,76,high potential,1
Chloe Burnock,instagram,digital creator,20528,2.54,509.0,16.0,us,micro,3,5,84,high potential,1
Geanina Grec | Travel & Lifestyle Content Creator 🌍,instagram,digital creator,7438,0.36,3.0,24.0,europe,micro,1,5,68,medium potential,1
Thembi Nt,instagram,digital creator,22856,0.14,13.0,18.0,south africa,micro,1,5,68,medium potential,1
Hussain Aiman | Maldives Drone Pilot 👨‍✈️,instagram,travel vlogger,9937,0.07,3.0,4.0,maldives,micro,1,5,68,medium potential,1
Gaffathegenius,instagram,reel creator,25377,0.65,161.0,5.0,usa,micro,1,5,68,medium potential,1
Dewi Pijnacker,instagram,content creater,5091,0.1,3.0,2.0,netherlands,micro,1,5,68,medium potential,1
Keshet Design,instagram,clothing (brand),78613,0.14,106.0,2.0,australia,mid,1,4,60,medium potential,1
CIN CIN,instagram,clothing (brand),77981,0.01,7.0,0.0,india,mid,1,4,60,medium potential,1
Daniela Stroganova,instagram,blogger,5879,1.7,3.0,97.0,ireland,micro,2,5,76,high potential,1
Dina Farida Becker,instagram,digital creator,25205,5.22,1167.0,158.0,germany,micro,4,5,92,high potential,1
Pawlulu,instagram,baby goods/kids goods,34012,0.33,104.0,9.0,us,micro,1,5,68,medium potential,1
kasia_to_kaasia,instagram,digital creator,16979,1.95,168.0,163.0,poland,micro,2,5,76,high potential,1
Tae Kirk-Henry,instagram,digital creator,34027,2.15,205.0,527.0,us,micro,3,5,84,high potential,1
Le Anh Ton 레안톤 👑,instagram,actor,24828,2.38,549.0,40.0,south korea,micro,3,5,84,high potential,1
Eva Lindman | Travel & Adventure Photographer,instagram,digital creator,56841,41.78,22531.0,1199.0,finland,mid,5,4,92,high potential,1
Lydia Sheridan 谢洳钰,instagram,public figure,121462,1.1,1312.0,20.0,indonesia,mid,2,4,68,medium potential,1
modelo profesional/Creador de contenido,instagram,fashion model,60035,8.59,5061.0,96.0,spain,mid,5,4,92,high potential,1
Natalia Orkowska 🦋,instagram,artist,20374,4.93,861.0,33.0,poland,micro,4,5,92,high potential,1
Suhas Grover,instagram,clothing (brand),37222,0.58,172.0,44.0,india,micro,1,5,68,medium potential,1
Yvonne Adaoma Mark Onubuogu,instagram,digital creator,6151,0.29,3.0,15.0,tanzania,micro,1,5,68,medium potential,1
Berexu Quezada Herrera 💫,instagram,blogger,144093,0.02,3.0,30.0,nicaragua,mid,1,4,60,medium potential,1
🎀…ViR…🎀,instagram,digital creator,10476,8.81,888.0,35.0,"karachi, pakistan",micro,5,5,100,high potential,1
Sabir Hanif,instagram,home decor,9578,0.16,12.0,3.0,pakistan,micro,1,5,68,medium potential,1
Avi Edri,instagram,"beauty, cosmetic & personal care",22136,0.13,24.0,5.0,nyc,micro,1,5,68,medium potential,1
• 아지트 매거진 •,instagram,magazine,13570,10.59,1445.0,10.0,south korea,micro,5,5,100,high potential,1
socially local co. | social media management,instagram,content creater,7242,0.06,3.0,1.0,"fishers, indiana",micro,1,5,68,medium potential,1
Brett Hoffman • Hoffman Marketing Group I Content Marketing,instagram,marketing agency,6452,0.03,2.0,0.0,north america,micro,1,5,68,medium potential,1
HERA Creatives | Marketing and Branding Agency.,instagram,marketing agency,7435,0.04,2.0,1.0,"los angeles, california",micro,1,5,68,medium potential,1
Monika Social | Social Media Marketing Strategist 🇨🇦,instagram,marketing agency,8363,0.24,16.0,4.0,north america,micro,1,5,68,medium potential,1
NA Digital Marketing Agency,instagram,advertising/marketing,9870,0.03,3.0,3.0,egypt,micro,1,5,68,medium potential,1
𝙣𝙞𝙭𝙤𝙣𝙋𝙍𝙊 𝙢𝙚𝙙𝙞𝙖,instagram,marketing agency,21778,0.08,15.0,3.0,north america,micro,1,5,68,medium potential,1
Visuapex Creatives | Miami Web Design + Social Media,instagram,digital marketing,13531,0.1,12.0,1.0,north america,micro,1,5,68,medium potential,1
Social Media Manager | Jade,instagram,social media agency,6247,0.43,26.0,1.0,uk,micro,1,5,68,medium potential,1
100 Pound Social,instagram,marketing agency,6991,0.04,2.0,1.0,uk,micro,1,5,68,medium potential,1
SIDHU PC WALA🦅🔥(Rahul sidhu),instagram,electronics,81019,0.47,633.0,16.0,india,mid,1,4,60,medium potential,1
Jay Tablante,instagram,photographer,12413,0.59,72.0,1.0,philippine,micro,1,5,68,medium potential,1
Keeg,instagram,gaming video creator,38860,0.07,28.0,1.0,us,micro,1,5,68,medium potential,1
Spot Het Spel,instagram,board game,5792,0.16,3.0,6.0,netherlands,micro,1,5,68,medium potential,1
Corpnet Official,instagram,internet service provider,9569,0.01,1.0,0.0,indonesia,micro,1,5,68,medium potential,1
Lords Mobile,instagram,video game,872569,0.02,91.0,45.0,singapore,macro,1,3,52,medium potential,1
expocomp,instagram,computer store,43321,0.01,5.0,0.0,indonesia,micro,1,5,68,medium potential,1
ZIGNAL AGENCY,instagram,digital creator,5522,3.39,27.0,160.0,mexico,micro,3,5,84,high potential,1
EnterKomputer,instagram,shopping & retail,307359,0.12,324.0,46.0,"jakarta, indonesia",macro,1,3,52,medium potential,1
이스포츠 매거진 EMG,instagram,media/news company,14189,13.72,1929.0,29.0,south korea,micro,5,5,100,high potential,1
La Manzana Store,instagram,mobile phone shop,13430,1.03,136.0,4.0,"guayaquil, ecuador",micro,2,5,76,high potential,1
𝗦𝗧𝗔𝗥 𝗕𝗢𝗜,instagram,gamer,43273,0.61,105.0,160.0,india,micro,1,5,68,medium potential,1
GS SHOP,instagram,shopping & retail,149935,0.07,100.0,3.0,indonesia,mid,1,4,60,medium potential,1
MOX-Tech | Setup | Gaming,instagram,gaming video creator,21663,2.3,474.0,26.0,uk,micro,3,5,84,high potential,1
Access Point,instagram,video game designer,8037,0.29,21.0,2.0,indonesia,micro,1,5,68,medium potential,1
Amy Renee Literacy,instagram,education,5568,0.04,1.0,1.0,north america,micro,1,5,68,medium potential,1
1stgradefireworks | K-3 teach,instagram,education,10773,0.1,10.0,1.0,"lodi, california",micro,1,5,68,medium potential,1
Moreland University,instagram,education,5418,2.69,139.0,7.0,washington d.c.,micro,3,5,84,high potential,1
Mrs. Richardson’s Class💛Amanda,instagram,education,25851,0.02,4.0,2.0,"fort worth, texas",micro,1,5,68,medium potential,1
Deedee Wills,instagram,education,49520,0.01,1.0,2.0,us,micro,1,5,68,medium potential,1
Erica - First grade teacher🍎 Teacher resources💻,instagram,personal blog,6096,2.18,129.0,4.0,us,micro,3,5,84,high potential,1
Creative teaching ideas and resources,instagram,education,19765,0.01,1.0,0.0,us,micro,1,5,68,medium potential,1
Glo Mickelson,instagram,education,19121,0.32,54.0,8.0,us,micro,1,5,68,medium potential,1
Hà Dinh | Elementary Teacher & Author,instagram,author,56225,0.07,36.0,6.0,us,mid,1,4,60,medium potential,1
Andriana | Classroom Community,instagram,digital creator,169414,0.21,3.0,359.0,us,mid,1,4,60,medium potential,1
Kass Haut | Fifth Grade Teacher,instagram,education,24973,0.64,140.0,21.0,canada,micro,1,5,68,medium potential,1
Brooke Hamler | ESL Games + Activities,instagram,education,8674,0.06,3.0,2.0,italy,micro,1,5,68,medium potential,1
Literacy Resources + Trainings,instagram,education website,36419,0.08,16.0,13.0,"aurora, colorado",micro,1,5,68,medium potential,1
MagiCore Learning | Julie Bochese,instagram,education,6371,0.09,5.0,11.0,us,micro,1,5,68,medium potential,1
Teacher CPD 🌎,instagram,education,8813,0.15,13.0,0.0,ireland,micro,1,5,68,medium potential,1
Kaila & Kristi,instagram,digital creator,12094,0.54,54.0,11.0,canada,micro,1,5,68,medium potential,1
Angela Watson,instagram,education,24538,0.26,33.0,30.0,us,micro,1,5,68,medium potential,1
Jaime l Teacher Resources,instagram,education website,9292,0.12,3.0,8.0,us,micro,1,5,68,medium potential,1
Linda Kamp-Around The Kampfire,instagram,education website,25711,0.01,3.0,0.0,us,micro,1,5,68,medium potential,1
Laura Oathout | Music City Counselor,instagram,counseling,10248,0.81,32.0,51.0,"nashville, tennessee",micro,1,5,68,medium potential,1
Crafty Bee Creations,instagram,education website,13056,0.02,1.0,2.0,north america,micro,1,5,68,medium potential,1
"History, Science, Teacher PD",instagram,education,23486,0.0,1.0,0.0,us,micro,1,5,68,medium potential,1
Rosie | Kids Book Specialist,instagram,education,117182,0.71,3.0,825.0,us,mid,1,4,60,medium potential,1
Lori- Meeting Your Literacy & RTI Intervention Needs,instagram,education,5995,0.3,14.0,4.0,us,micro,1,5,68,medium potential,1
Kindergarten Teacher 📚,instagram,blogger,25123,0.61,29.0,124.0,us,micro,1,5,68,medium potential,1
Alisha | K-2 TEACHING IDEAS,instagram,education website,41109,0.14,17.0,42.0,us,micro,1,5,68,medium potential,1
Marie Eve,instagram,elementary school,7265,0.26,15.0,4.0,canada,micro,1,5,68,medium potential,1
Mr J | passionate about teaching that makes a difference,instagram,education,28597,0.13,34.0,2.0,australia,micro,1,5,68,medium potential,1
Susana - Bilingual Second Gr,instagram,education,15671,0.27,37.0,5.0,us,micro,1,5,68,medium potential,1
Chyna - Ms. Bee’s Class,instagram,reel creator,11260,2.1,218.0,19.0,us,micro,3,5,84,high potential,1
Diana | Kindergarten Classroom Management,instagram,education website,74907,0.36,6.0,264.0,us,mid,1,4,60,medium potential,1
teacherjump,instagram,school,72026,0.02,13.0,0.0,vietnam,mid,1,4,60,medium potential,1
Primary Teachers Ireland,instagram,tutor/teacher,30129,0.25,53.0,21.0,ireland,micro,1,5,68,medium potential,1
Institute for Arts Integration and STEAM,instagram,education,6117,0.13,8.0,0.0,"westminster, maryland",micro,1,5,68,medium potential,1
angela • sped teacher,instagram,education,7962,0.08,3.0,3.0,us,micro,1,5,68,medium potential,1
The Sporty Teacher ⛹🏻‍♀️🏋️‍♀️,instagram,education,9721,3.19,85.0,225.0,us,micro,3,5,84,high potential,1
Gaspare Randazzo,instagram,comedian,175006,2.97,5076.0,124.0,us,mid,3,4,76,high potential,1
Danielle Knight,instagram,education website,30086,0.13,30.0,8.0,us,micro,1,5,68,medium potential,1
Classful,instagram,education,53123,0.45,232.0,8.0,us,mid,1,4,60,medium potential,1
Easy Progress Monitoring,instagram,education,11952,0.38,22.0,24.0,north america,micro,1,5,68,medium potential,1
Tales From Miss D,instagram,education website,79966,0.01,5.0,6.0,australia,mid,1,4,60,medium potential,1
Leigh Langton,instagram,education website,21219,0.33,23.0,48.0,"orlando, florida",micro,1,5,68,medium potential,1
The Classroom Sparrow,instagram,education,28912,0.08,12.0,10.0,canada,micro,1,5,68,medium potential,1
Rachael Armstrong | Teaching Tips and Resources,instagram,education,9300,0.08,6.0,1.0,us,micro,1,5,68,medium potential,1
TeacherLists,instagram,education website,6649,0.08,5.0,0.0,"wrentham, massachusetts",micro,1,5,68,medium potential,1
nitishkumarakala,instagram,artist,1673,1.607890018,26.4,0.5,india,below threshold,2,0,36,low potential,1
hell0socialmedia,instagram,advertising/marketing,2709,10.56478405,271.8,14.4,india,below threshold,5,0,60,medium potential,1
kevinhavron,instagram,digital creator,2846,2.037947997,41.4,16.6,global,below threshold,3,0,24,low potential,0
coachsachinthakur,instagram,digital creator,29162,0.2232357177,59.0,6.1,india,micro,1,5,48,medium potential,0
anirudhdhsinh_28,instagram,digital creator,1495,12.48829431,182.9,3.8,india,below threshold,5,0,40,medium potential,0
dubaidaysby_afsha,instagram,blogger,2698,18.22461082,459.2,32.5,global,below threshold,5,0,60,medium potential,1
ishitaprabhakar,instagram,personal blog,1139,4.837576822,51.2,3.9,india,below threshold,4,0,52,medium potential,1
slayer__shivi,instagram,personal blog,1134,4.462081129,47.1,3.5,india,below threshold,4,0,52,medium potential,1
daianalanellysant,instagram,reel creator,1132,4.496466431,49.7,1.2,global,below threshold,4,0,52,medium potential,1
harshal_nalavade,instagram,anchor,4821,6.93009749,330.2,3.9,india,below threshold,5,0,60,medium potential,1
hamzasyedofficial,instagram,reel creator,881504,11.49054343,100784.6,505.0,india,macro,5,3,84,high potential,1
minditservices,instagram,advertising/marketing,1099,19.30846224,210.7,1.5,india,below threshold,5,0,60,medium potential,1
marketingboss.ad,instagram,marketing,68204,0.4575977949,308.1,4.0,india,mid,1,4,60,medium potential,1
fourpillars.in,instagram,advertising/marketing,7712,0.2450726141,17.0,1.9,india,micro,1,5,68,medium potential,1
futurelabstechnology,instagram,education,8516,0.07632691404,6.3,0.2,india,micro,1,5,68,medium potential,1
pingmedia_learning,instagram,digital marketing,1942,1.204943357,21.1,2.3,india,below threshold,2,0,36,low potential,1
red.ads_,instagram,artist,1077,19.42432683,202.8,6.4,india,below threshold,5,0,60,medium potential,1
alluringmonks,instagram,marketing agency,1278,1.111111111,13.0,1.2,india,below threshold,2,0,36,low potential,1
thedigiminds_official,instagram,advertising/marketing,4477,0.1250837614,5.0,0.6,india,below threshold,1,0,28,low potential,1
tauhid.konfeksisablon,instagram,personal branding,2207,0.09968282737,2.2,0.0,global,below threshold,1,0,28,low potential,1
